Date,CustomerID,ProductType,Rating,Total_Ratings,Gender,PaymentMode,ShippingTime,Price,currency_description,price_inr,rating_encoded,ShippingMode_Economy,ShippingMode_Express,ShippingMode_Mail,ShippingMode_Normal,price_scaled,price_minmax_scaled
2020-08-14,10490,Shirts/Tops,1 star,9296,Female,Direct Deposit,17.0,6221.36,Americal Dollar,522469.8128,0,True,False,False,False,0.5435595761420112,1.6244815527119862
2020-08-05,10491,Coats/Jackets,1 star,9714,Female,Prepaid Card,20.0,1514.11,Euro,139328.40219999998,0,True,False,False,False,-1.3025784190349632,1.1665321417833618
2020-08-13,10492,Dresses,4 star,9170,Unspecified,Direct Deposit,19.0,3854.8617452500007,British Pound,423071.0765411876,3,False,True,False,False,0.0646142609055256,1.5056753066173938
2020-08-04,10493,Pants,4 star,6943,Unspecified,Ewallet,17.0,634808.1963701401,Indian Rupee,634808.1963701401,3,False,False,False,True,1.0848536061995397,1.758753900094265
2020-08-03,10494,Dresses,2 star,5668,Male,Credit Card,20.0,596893.42988816,Indian Rupee,596893.42988816,1,False,False,True,False,0.9021641629701268,1.7134363110904332
2020-08-07,10495,Shirts/Tops,4 star,5077,Unspecified,Ewallet,14.0,3215.41893075,British Pound,352892.2276498125,3,False,False,True,False,-0.27353723045444006,1.4217941034367576
2020-08-08,10496,Hats,4 star,6594,Male,Prepaid Card,20.0,4564.22450475,British Pound,500923.63939631253,3,False,True,False,False,0.43974096434296844,1.5987285092011505
2020-08-06,10497,Dresses,1 star,7605,Male,Direct Deposit,11.0,5813.36,Euro,534945.3872,0,False,True,False,False,0.6036721906344765,1.6393929712885615
2020-08-30,10499,Pants,4 star,7160,Unspecified,Cash,17.0,176647.10500702,Indian Rupee,176647.10500702,3,True,False,False,False,-1.1227610636755754,1.211137286239901
2020-08-31,10501,Pants,4 star,6569,Unspecified,Credit Card,9.0,581033.69733056,Indian Rupee,581033.69733056,3,False,False,False,True,0.8257452375867304,1.6944799806565478
2020-08-30,10502,Coats/Jackets,3 star,8823,Female,Ewallet,16.0,5242.22,Euro,482389.0844,2,False,False,False,True,0.35043360874074997,1.5765750997612953
2020-08-30,10503,Coats/Jackets,4 star,8117,Unspecified,Prepaid Card,8.0,110529.79150523999,Indian Rupee,110529.79150523999,3,False,True,False,False,-1.4413423530316773,1.1321106294164913
2020-08-24,10504,Coats/Jackets,1 star,5037,Female,Ewallet,14.0,5546.63,Euro,510400.89259999996,0,False,False,False,True,0.4854063942474019,1.610056187185771
2020-08-29,10505,Shirts/Tops,3 star,5757,Male,Prepaid Card,15.0,1024.64,Americal Dollar,86049.26720000002,2,True,False,False,False,-1.5592999133773011,1.102850305748391
2020-08-07,10506,Dresses,2 star,7858,Female,Ewallet,13.0,4313.74,Americal Dollar,362267.8852,1,True,False,False,False,-0.22836133154530505,1.4330003493120158
2020-08-11,10507,Dresses,1 star,5848,Male,Direct Deposit,19.0,7236.8351195000005,British Pound,794242.654365125,0,True,False,False,False,1.8530765194681817,1.949317786170138
2020-08-16,10508,Cardigan,4 star,9566,Female,Mobile Payment,12.0,102369.19747878,Indian Rupee,102369.19747878,3,False,False,True,False,-1.4806635599768343,1.1223566870760049
2020-08-29,10509,Jeans,1 star,7352,Unspecified,Credit Card,9.0,2591.72,Americal Dollar,217652.6456,0,False,True,False,False,-0.9251789584603681,1.260149120095077
2020-08-16,10510,Dresses,1 star,7287,Female,Prepaid Card,20.0,217387.35303316,Indian Rupee,217387.35303316,0,False,False,True,False,-0.9264572506885936,1.2598320294038938
2020-08-13,10511,Dresses,4 star,6195,Unspecified,Mobile Payment,9.0,514514.66367266,Indian Rupee,514514.66367266,3,True,False,False,False,0.5052282899511435,1.614973168194088
2020-08-02,10512,Pants,2 star,6416,Male,Credit Card,20.0,5925.050872750001,British Pound,650274.3332843126,1,True,False,False,False,1.1593760206552095,1.7772397857052595
2020-08-02,10513,Coats/Jackets,1 star,6535,Male,Mobile Payment,17.0,6930.87,Americal Dollar,582054.4626,0,False,False,True,False,0.8306637180640016,1.6957000493854917
2020-08-09,10515,Hats,4 star,8129,Male,Direct Deposit,16.0,1442.5028307500002,British Pound,158314.68567481253,3,False,True,False,False,-1.2110944438228821,1.1892254792625925
2020-08-25,10516,Jeans,3 star,7033,Male,Direct Deposit,14.0,167727.12548098,Indian Rupee,167727.12548098,2,False,False,False,True,-1.1657413123869715,1.2004756890947412
2020-08-29,10517,Hats,5 star,7532,Female,Credit Card,7.0,3124.78,Americal Dollar,262419.02440000005,4,False,False,False,True,-0.7094755379406622,1.3136560922826135
2020-08-21,10518,Jeans,2 star,7285,Female,Credit Card,14.0,2773.9,Euro,255254.278,1,False,False,False,True,-0.7439983281922664,1.3050924358817175
2020-08-20,10519,Jeans,2 star,7678,Unspecified,Ewallet,18.0,159529.19686752,Indian Rupee,159529.19686752,1,False,False,False,True,-1.2052424132242743,1.1906771226242316
2020-08-06,10520,Hats,4 star,5620,Unspecified,Ewallet,7.0,1012.61,Americal Dollar,85038.9878,3,False,False,False,True,-1.5641678684833904,1.1016427702450404
2020-08-04,10521,Shirts/Tops,4 star,7082,Unspecified,Direct Deposit,10.0,325505.3302182,Indian Rupee,325505.3302182,3,False,False,False,True,-0.40549893054667907,1.3890599400208816
2020-08-12,10522,Coats/Jackets,1 star,9686,Female,Credit Card,9.0,1813.71,Americal Dollar,152315.3658,0,False,False,True,False,-1.240001714244963,1.1820547978206142
2020-08-30,10523,Coats/Jackets,1 star,6530,Unspecified,Mobile Payment,10.0,676891.7428365399,Indian Rupee,676891.7428365399,0,False,True,False,False,1.2876300014259145,1.8090542194564945
2020-08-26,10524,Dresses,3 star,6654,Male,Direct Deposit,5.0,442385.73497213994,Indian Rupee,442385.73497213994,2,False,False,False,True,0.15768048608177754,1.528761133954331
2020-08-30,10525,Cardigan,5 star,6081,Female,Direct Deposit,12.0,1513.049488,British Pound,166057.181308,4,True,False,False,False,-1.1737878124578849,1.1984796898914647
2020-08-05,10526,Jeans,2 star,9482,Unspecified,Direct Deposit,10.0,321706.90933682,Indian Rupee,321706.90933682,1,False,False,False,True,-0.4238013351335593,1.3845198810323143
2020-08-01,10527,Dresses,1 star,8880,Male,Credit Card,11.0,5795.0345085,British Pound,636005.037307875,0,False,False,True,False,1.090620494007035,1.7601844231002555
2020-08-12,10528,Shirts/Tops,1 star,7484,Unspecified,Credit Card,16.0,377596.03938408,Indian Rupee,377596.03938408,0,True,False,False,False,-0.15450377646963107,1.4513213111945489
2020-08-02,10529,Coats/Jackets,2 star,5498,Unspecified,Credit Card,8.0,6029.319179500001,British Pound,661717.7799501251,1,False,False,True,False,1.2145154054908347,1.790917554577581
2020-08-30,10531,Pants,1 star,8535,Unspecified,Direct Deposit,18.0,5597.06,Euro,515041.4612,0,False,False,False,True,0.50776662411206,1.6156028224435364
2020-08-21,10532,Jeans,2 star,8399,Female,Credit Card,8.0,4773.37,Euro,439245.50739999994,1,True,False,False,False,0.14254953632264966,1.5250077799000374
2020-08-04,10533,Coats/Jackets,5 star,8349,Unspecified,Prepaid Card,10.0,6329.0235485,British Pound,694610.334447875,4,False,False,False,True,1.3730056989875132,1.8302323494273294
2020-08-01,10534,Shirts/Tops,4 star,8046,Male,Credit Card,9.0,443946.32070874,Indian Rupee,443946.32070874,3,False,False,False,True,0.16520005077345848,1.5306264225893038
2020-08-08,10535,Cardigan,5 star,5080,Male,Cash,8.0,4853.44,Euro,446613.54879999993,4,False,False,True,False,0.17805188820175225,1.533814424458619
2020-08-31,10536,Jeans,1 star,6878,Male,Prepaid Card,10.0,7072.56,Americal Dollar,593953.5888,0,False,True,False,False,0.88799876037338,1.7099224687927856
2020-08-18,10537,Coats/Jackets,2 star,9832,Male,Cash,6.0,5836.06,Americal Dollar,490112.31880000007,1,False,False,False,True,0.3876474313060782,1.585806288419303
2020-08-12,10538,Cardigan,2 star,9925,Female,Direct Deposit,16.0,3365.6864065000004,British Pound,369384.08311337506,1,False,True,False,False,-0.19407246851557552,1.441505978179901
2020-08-02,10539,Pants,4 star,7374,Female,Credit Card,12.0,1842.56,Americal Dollar,154738.1888,3,False,False,False,True,-1.228327524318888,1.184950674734302
2020-08-12,10540,Dresses,1 star,9570,Male,Direct Deposit,14.0,2419.99272275,British Pound,265594.2013218125,0,False,True,False,False,-0.6941761873755864,1.3174512195142565
2020-08-24,10541,Shirts/Tops,5 star,9015,Unspecified,Credit Card,11.0,4487.03,Euro,412896.50059999997,4,True,False,False,False,0.015588833973926818,1.4935141542861468
2020-08-30,10543,Coats/Jackets,4 star,7100,Female,Mobile Payment,19.0,6425.44,Americal Dollar,539608.4512,3,False,False,True,False,0.6261408128877087,1.644966494152035
2020-08-28,10544,Cardigan,1 star,7547,Male,Ewallet,14.0,5382.49,Americal Dollar,452021.5102,0,False,False,True,False,0.20410974240591126,1.540278285239359
2020-08-25,10545,Shirts/Tops,2 star,8819,Female,Credit Card,20.0,6765.48,Euro,622559.4696,1,False,True,False,False,1.0258340399055041,1.744113620934079
2020-08-06,10546,Coats/Jackets,4 star,6841,Male,Ewallet,18.0,3383.62,Euro,311360.71239999996,3,False,True,False,False,-0.4736537048910744,1.3721535988673337
2020-08-28,10547,Hats,3 star,6040,Unspecified,Direct Deposit,12.0,9430.45,Americal Dollar,791969.1910000001,2,False,True,False,False,1.8421220076798912,1.946600431219661
2020-08-26,10548,Dresses,3 star,5485,Male,Credit Card,19.0,1354.18,Euro,124611.6436,2,False,False,True,False,-1.3734900105926608,1.1489419498980873
2020-08-18,10549,Pants,3 star,8745,Unspecified,Prepaid Card,10.0,4060.4158125000004,British Pound,445630.63542187505,2,False,False,True,False,0.17331579420846022,1.532639598167195
2020-08-18,10550,Dresses,5 star,9365,Unspecified,Credit Card,13.0,2904.03,Americal Dollar,243880.43940000003,4,False,False,False,True,-0.7988023118117556,1.2914978659846383
2020-08-21,10551,Hats,2 star,8734,Male,Direct Deposit,16.0,5817.31677175,British Pound,638450.5156995625,1,False,False,False,True,1.102403847229566,1.7631073788495653
2020-08-14,10552,Shirts/Tops,5 star,9965,Male,Cash,7.0,4965.25,Americal Dollar,416981.695,4,False,True,False,False,0.03527303513535635,1.4983969790533243
2020-08-23,10553,Shirts/Tops,3 star,8175,Unspecified,Credit Card,5.0,388459.65750934,Indian Rupee,388459.65750934,2,False,True,False,False,-0.10215825173314172,1.46430604054872
2020-08-16,10554,Coats/Jackets,4 star,9303,Male,Direct Deposit,11.0,1943.27,Euro,178819.70539999998,3,True,False,False,False,-1.1122925525127239,1.213734084817717
2020-08-23,10555,Coats/Jackets,1 star,8399,Female,Prepaid Card,14.0,2528.42,Americal Dollar,212336.7116,0,False,False,True,False,-0.950793385577198,1.253795254977696
2020-08-08,10556,Dresses,1 star,7502,Male,Prepaid Card,14.0,9962.44,Americal Dollar,836645.7112000001,0,False,False,False,True,2.0573924513115243,2.0
2020-08-08,10557,Coats/Jackets,1 star,6838,Female,Ewallet,7.0,5241.53,Euro,482325.59059999994,0,False,True,False,False,0.3501276686533689,1.5764992088565193
2020-08-31,10558,Coats/Jackets,5 star,7007,Unspecified,Credit Card,11.0,234895.78095268,Indian Rupee,234895.78095268,4,False,False,False,True,-0.8420942110280532,1.2807589614196064
2020-08-23,10561,Dresses,1 star,7607,Male,Direct Deposit,18.0,7891.05,Americal Dollar,662690.3790000001,0,False,False,True,False,1.2192018006712337,1.792080052677858
2020-08-03,10562,Coats/Jackets,2 star,5858,Male,Credit Card,8.0,4114.86427075,British Pound,451606.35371481255,1,False,True,False,False,0.20210934218801657,1.5397820698406186
2020-08-08,10563,Shirts/Tops,3 star,7066,Male,Credit Card,9.0,617567.83078528,Indian Rupee,617567.83078528,2,False,False,True,False,1.0017822046846034,1.7381473693321192
2020-08-18,10564,Dresses,2 star,9142,Female,Credit Card,5.0,325580.74608394003,Indian Rupee,325580.74608394003,1,False,False,False,True,-0.405135544884545,1.3891500807635286
2020-08-23,10565,Coats/Jackets,1 star,6328,Male,Cash,7.0,7708.86,Euro,709369.2971999999,0,False,False,True,False,1.4441206480697084,1.847872985785766
2020-08-04,10566,Coats/Jackets,2 star,6090,Female,Prepaid Card,5.0,1148.1217405,British Pound,126006.361019875,1,False,True,False,False,-1.3667696698773772,1.1506089845833838
2020-08-16,10567,Coats/Jackets,5 star,9433,Unspecified,Mobile Payment,13.0,127655.91325387999,Indian Rupee,127655.91325387999,4,False,False,False,True,-1.3588214268267065,1.1525806103407656
2020-08-25,10568,Pants,3 star,7354,Female,Credit Card,10.0,577078.47118378,Indian Rupee,577078.47118378,2,False,False,False,True,0.8066872786528393,1.689752500321883
2020-08-29,10570,Jeans,1 star,7807,Unspecified,Credit Card,6.0,6232.343745500001,British Pound,683999.7260686251,0,False,False,True,False,1.3218792826332992,1.8175500297342886
